@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
218,3137,1,83501,8782,0.904836,0.999681,0.036208,0.999681,0.963792,0.069885,0.907955,1.101025,0
219,3137,1,83498,8785,0.904804,0.999681,0.036209,0.999681,0.963791,0.069887,0.907924,1.101063,0
220,3137,1,83454,8829,0.904327,0.999681,0.036228,0.999681,0.963772,0.069922,0.907463,1.101622,0
221,3137,1,83378,8905,0.903503,0.999681,0.03626,0.999681,0.96374,0.069981,0.906666,1.10259,0
222,3137,1,83206,9077,0.90164,0.999681,0.036332,0.999681,0.963668,0.070115,0.904864,1.104787,0
223,3137,1,83177,9106,0.901325,0.999681,0.036344,0.999681,0.963656,0.070138,0.90456,1.105158,0
224,3137,1,83026,9257,0.899689,0.999681,0.036408,0.999681,0.963592,0.070257,0.902977,1.107095,0
225,3137,1,82996,9287,0.899364,0.999681,0.03642,0.999681,0.96358,0.07028,0.902663,1.10748,0
226,3136,2,82946,9337,0.898822,0.999363,0.03643,0.999363,0.96357,0.070298,0.902128,1.107783,0
227,3136,2,82913,9370,0.898465,0.999363,0.036444,0.999363,0.963556,0.070324,0.901783,1.108208,0
228,3136,2,82912,9371,0.898454,0.999363,0.036445,0.999363,0.963555,0.070325,0.901772,1.108221,0
229,3136,2,82890,9393,0.898215,0.999363,0.036454,0.999363,0.963546,0.070342,0.901542,1.108504,0
230,3136,2,82829,9454,0.897554,0.999363,0.03648,0.999363,0.96352,0.07039,0.900902,1.109291,0
231,3136,2,82764,9519,0.89685,0.999363,0.036508,0.999363,0.963492,0.070442,0.900221,1.11013,0
232,3136,2,82704,9579,0.8962,0.999363,0.036533,0.999363,0.963467,0.070489,0.899592,1.110906,0
233,3136,2,82553,9730,0.894563,0.999363,0.036597,0.999363,0.963403,0.070609,0.89801,1.112864,0
234,3136,2,82514,9769,0.894141,0.999363,0.036614,0.999363,0.963386,0.07064,0.897601,1.113371,0
235,3136,2,82486,9797,0.893837,0.999363,0.036626,0.999363,0.963374,0.070662,0.897308,1.113735,0
236,3136,2,82438,9845,0.893317,0.999363,0.036647,0.999363,0.963353,0.070701,0.896805,1.114359,0
237,3136,2,82320,9963,0.892039,0.999363,0.036697,0.999363,0.963303,0.070795,0.895568,1.115898,0
238,3136,2,82301,9982,0.891833,0.999363,0.036705,0.999363,0.963295,0.07081,0.895369,1.116146,0
239,3136,2,82174,10109,0.890457,0.999363,0.03676,0.999363,0.96324,0.070912,0.894038,1.117808,0
