@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
152,3138,0,90532,1751,0.981026,1,0.033501,1,0.966499,0.064829,0.98165,1.018693,0.000024
153,3138,0,90529,1754,0.980993,1,0.033502,1,0.966498,0.064831,0.981618,1.018726,0.000025
154,3138,0,90527,1756,0.980972,1,0.033502,1,0.966498,0.064833,0.981597,1.018748,0.000025
155,3138,0,90525,1758,0.98095,1,0.033503,1,0.966497,0.064834,0.981576,1.018769,0.000025
156,3138,0,90520,1763,0.980896,1,0.033505,1,0.966495,0.064837,0.981524,1.018824,0.000025
157,3138,0,90514,1769,0.980831,1,0.033507,1,0.966493,0.064841,0.981461,1.018889,0.000025
158,3138,0,90502,1781,0.980701,1,0.033511,1,0.966489,0.064849,0.981335,1.01902,0.000025
159,3138,0,90481,1802,0.980473,1,0.033519,1,0.966481,0.064864,0.981115,1.019248,0.000025
160,3138,0,90480,1803,0.980462,1,0.033519,1,0.966481,0.064864,0.981105,1.019259,0.000025
161,3138,0,90479,1804,0.980451,1,0.03352,1,0.96648,0.064865,0.981094,1.01927,0.000025
162,3138,0,90478,1805,0.980441,1,0.03352,1,0.96648,0.064866,0.981084,1.019281,0.000025
163,3138,0,90476,1807,0.980419,1,0.033521,1,0.966479,0.064867,0.981063,1.019303,0.000025
164,3138,0,90473,1810,0.980386,1,0.033522,1,0.966478,0.064869,0.981031,1.019335,0.000025
165,3138,0,90472,1811,0.980376,1,0.033522,1,0.966478,0.06487,0.981021,1.019346,0.000025
166,3138,0,90470,1813,0.980354,1,0.033523,1,0.966477,0.064871,0.981,1.019368,0.000025
167,3138,0,90467,1816,0.980321,1,0.033524,1,0.966476,0.064873,0.980969,1.019401,0.000026
168,3138,0,90466,1817,0.980311,1,0.033524,1,0.966476,0.064874,0.980958,1.019412,0.000026
169,3138,0,90465,1818,0.9803,1,0.033525,1,0.966475,0.064874,0.980948,1.019422,0.000026
170,3138,0,90459,1824,0.980235,1,0.033527,1,0.966473,0.064878,0.980885,1.019488,0.000026
171,3138,0,90458,1825,0.980224,1,0.033527,1,0.966473,0.064879,0.980874,1.019499,0.000026
172,3138,0,90457,1826,0.980213,1,0.033527,1,0.966473,0.06488,0.980864,1.01951,0.000026
173,3138,0,90433,1850,0.979953,1,0.033536,1,0.966464,0.064896,0.980612,1.019771,0.000026
174,3138,0,90409,1874,0.979693,1,0.033545,1,0.966455,0.064912,0.980361,1.020033,0.000026
175,3138,0,90397,1886,0.979563,1,0.033549,1,0.966451,0.06492,0.980235,1.020164,0.000026
176,3138,0,90395,1888,0.979541,1,0.03355,1,0.96645,0.064921,0.980214,1.020185,0.000026
177,3138,0,90390,1893,0.979487,1,0.033551,1,0.966449,0.064925,0.980162,1.02024,0.000026
178,3138,0,90388,1895,0.979465,1,0.033552,1,0.966448,0.064926,0.980141,1.020262,0.000027
179,3138,0,90367,1916,0.979238,1,0.03356,1,0.96644,0.06494,0.979921,1.020491,0.000027
180,3138,0,90366,1917,0.979227,1,0.03356,1,0.96644,0.064941,0.97991,1.020502,0.000027
181,3138,0,90358,1925,0.97914,1,0.033563,1,0.966437,0.064946,0.979826,1.020589,0.000027
182,3138,0,90353,1930,0.979086,1,0.033565,1,0.966435,0.064949,0.979774,1.020644,0.000027
183,3138,0,90325,1958,0.978783,1,0.033575,1,0.966425,0.064968,0.97948,1.020949,0.000027
184,3138,0,90316,1967,0.978685,1,0.033578,1,0.966422,0.064974,0.979386,1.021048,0.000027
185,3138,0,90314,1969,0.978663,1,0.033579,1,0.966421,0.064976,0.979365,1.02107,0.000027
186,3138,0,90313,1970,0.978653,1,0.033579,1,0.966421,0.064976,0.979355,1.021081,0.000027
187,3138,0,90312,1971,0.978642,1,0.033579,1,0.966421,0.064977,0.979344,1.021091,0.000027
188,3138,0,90311,1972,0.978631,1,0.03358,1,0.96642,0.064978,0.979334,1.021102,0.000027
189,3138,0,90298,1985,0.97849,1,0.033584,1,0.966416,0.064986,0.979197,1.021244,0.000027
190,3138,0,90278,2005,0.978273,1,0.033592,1,0.966408,0.065,0.978988,1.021463,0.000027
191,3138,0,90274,2009,0.97823,1,0.033593,1,0.966407,0.065003,0.978946,1.021507,0.000028
192,3138,0,90269,2014,0.978176,1,0.033595,1,0.966405,0.065006,0.978894,1.021562,0.000028
193,3138,0,90255,2028,0.978024,1,0.0336,1,0.9664,0.065015,0.978747,1.021715,0.000028
194,3138,0,90252,2031,0.977992,1,0.033601,1,0.966399,0.065017,0.978715,1.021748,0.000028
195,3138,0,90237,2046,0.977829,1,0.033606,1,0.966394,0.065028,0.978558,1.021912,0.000028
196,3138,0,90233,2050,0.977786,1,0.033608,1,0.966392,0.06503,0.978516,1.021955,0.000028
197,3138,0,90212,2071,0.977558,1,0.033615,1,0.966385,0.065044,0.978296,1.022185,0.000028
198,3138,0,90211,2072,0.977547,1,0.033616,1,0.966384,0.065045,0.978286,1.022196,0.000028
199,3138,0,90191,2092,0.977331,1,0.033623,1,0.966377,0.065059,0.978076,1.022415,0.000028
200,3138,0,90190,2093,0.97732,1,0.033623,1,0.966377,0.065059,0.978066,1.022426,0.000028
201,3138,0,90189,2094,0.977309,1,0.033624,1,0.966376,0.06506,0.978055,1.022437,0.000028
202,3138,0,90188,2095,0.977298,1,0.033624,1,0.966376,0.065061,0.978045,1.022448,0.000028
203,3138,0,90187,2096,0.977287,1,0.033624,1,0.966376,0.065061,0.978034,1.022459,0.000028
204,3138,0,90186,2097,0.977276,1,0.033625,1,0.966375,0.065062,0.978024,1.02247,0.000029
205,3138,0,90171,2112,0.977114,1,0.03363,1,0.96637,0.065072,0.977867,1.022634,0.000029
206,3138,0,90170,2113,0.977103,1,0.033631,1,0.966369,0.065073,0.977856,1.022645,0.000029
207,3138,0,90169,2114,0.977092,1,0.033631,1,0.966369,0.065073,0.977846,1.022656,0.000029
208,3138,0,90156,2127,0.976951,1,0.033636,1,0.966364,0.065082,0.977709,1.022799,0.000029
209,3138,0,90154,2129,0.97693,1,0.033636,1,0.966364,0.065083,0.977688,1.022821,0.000029
210,3138,0,90087,2196,0.976204,1,0.03366,1,0.96634,0.065129,0.976986,1.023556,0.000029
211,3138,0,90023,2260,0.97551,1,0.033684,1,0.966316,0.065172,0.976315,1.024259,0.000029
212,3138,0,90017,2266,0.975445,1,0.033686,1,0.966314,0.065176,0.976253,1.024325,0.00003
213,3138,0,89992,2291,0.975174,1,0.033695,1,0.966305,0.065193,0.975991,1.0246,0.00003
214,3138,0,89991,2292,0.975163,1,0.033695,1,0.966305,0.065194,0.97598,1.024611,0.00003
215,3138,0,89981,2302,0.975055,1,0.033699,1,0.966301,0.0652,0.975875,1.024721,0.00003
216,3138,0,89978,2305,0.975022,1,0.0337,1,0.9663,0.065202,0.975844,1.024754,0.00003
217,3138,0,89977,2306,0.975012,1,0.0337,1,0.9663,0.065203,0.975833,1.024765,0.00003
218,3138,0,89961,2322,0.974838,1,0.033706,1,0.966294,0.065214,0.975666,1.024941,0.00003
219,3138,0,89957,2326,0.974795,1,0.033708,1,0.966292,0.065217,0.975624,1.024985,0.00003
220,3138,0,89956,2327,0.974784,1,0.033708,1,0.966292,0.065217,0.975613,1.024996,0.00003
221,3138,0,89951,2332,0.97473,1,0.03371,1,0.96629,0.065221,0.975561,1.025051,0.00003
222,3138,0,89950,2333,0.974719,1,0.03371,1,0.96629,0.065221,0.97555,1.025062,0.00003
223,3138,0,89935,2348,0.974557,1,0.033715,1,0.966285,0.065232,0.975393,1.025228,0.00003
224,3138,0,89934,2349,0.974546,1,0.033716,1,0.966284,0.065232,0.975383,1.025239,0.000031
225,3138,0,89929,2354,0.974492,1,0.033718,1,0.966282,0.065236,0.97533,1.025294,0.000031
226,3138,0,89927,2356,0.97447,1,0.033718,1,0.966282,0.065237,0.975309,1.025316,0.000031
227,3138,0,89924,2359,0.974437,1,0.033719,1,0.966281,0.065239,0.975278,1.025349,0.000031
